date,Close,High,Low,Open,Volume,VIX_Close,RSI_14,ATRr_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-04-23,17.593332290649414,17.706666946411133,17.049999237060547,17.343332290649414,164158500,12.279999732971191,42.918453825850605,0.6180830735002785,-0.19522851842592814,-0.06538731904375913,-0.129841199382169
2019-04-24,17.243999481201172,17.687999725341797,17.200000762939453,17.59000015258789,160912500,13.140000343322754,39.4753124193702,0.6087913512789974,-0.24171570094150496,-0.08949960124746875,-0.1522160996940362
2019-04-25,16.5086669921875,17.266666412353516,16.404666900634766,17.0,327741000,13.25,33.40097399835027,0.6268776484532654,-0.33404168977455484,-0.1454604720644149,-0.18858121771013994
2019-04-26,15.675999641418457,16.44533348083496,15.408666610717773,16.433332443237305,335410500,12.729999542236328,28.12361112635491,0.6606721293830127,-0.4689937296364448,-0.22433000954104387,-0.24466372009540094
2019-04-29,16.097999572753906,16.26533317565918,15.477999687194824,15.723999977111816,250717500,13.109999656677246,33.82979586570648,0.6697193693173943,-0.5357169147249969,-0.2328425557036768,-0.30287435902132015
2019-04-30,15.912667274475098,16.28066635131836,15.800000190734863,16.137332916259766,141969000,13.119999885559082,32.60553403236825,0.6562155686935445,-0.5966722212556483,-0.23503828978746255,-0.3616339314681858
2019-05-01,15.600666999816895,16.0,15.433333396911621,15.923333168029785,160566000,14.800000190734863,30.59802773830691,0.6498192140074612,-0.6625184551625907,-0.2407076189555239,-0.4218108362070668
2019-05-02,16.273332595825195,16.475332260131836,15.847999572753906,16.368000030517578,272389500,14.420000076293945,39.278389104030886,0.6658796458865669,-0.6528973834119505,-0.18486923776390696,-0.4680281456480435
2019-05-03,17.00200080871582,17.107332229614258,16.232667922973633,16.257333755493164,355602000,12.869999885559082,47.01008101912903,0.6807928359404283,-0.5797917018563652,-0.0894108449666573,-0.4903808568897079
2019-05-06,17.022666931152344,17.22333335876465,16.566667556762695,16.667999267578125,162508500,15.4399995803833,47.21536385800877,0.6790694763733943,-0.5142592783138156,-0.01910273713928612,-0.49515654117452945
2019-05-07,16.470666885375977,17.1473331451416,16.34000015258789,17.1200008392334,151971000,19.31999969482422,42.481418914940484,0.6882311561005598,-0.5010898985254464,-0.004746685880733514,-0.4963432126447129
2019-05-08,16.32266616821289,16.706666946411133,16.280000686645508,16.46266746520996,92646000,19.399999618530273,41.286182063865404,0.6695479492194931,-0.4968679071997002,-0.0004197556439898831,-0.4964481515557103
2019-05-09,16.131999969482422,16.245332717895508,15.795999526977539,16.133333206176758,100671000,19.100000381469727,39.73513758054883,0.6593421415063401,-0.5031076061201389,-0.005327563651542855,-0.4977800424685961
2019-05-10,15.968000411987305,16.132667541503906,15.73466682434082,15.983332633972168,105124500,16.040000915527344,38.398875371423884,0.6406748969103934,-0.5153454248908069,-0.014052305937768628,-0.5012931189530383
2019-05-13,15.133999824523926,15.498000144958496,14.966667175292969,15.46733283996582,162522000,20.549999237060547,32.426751904326075,0.6664362068949607,-0.5855905385983391,-0.06743793571624057,-0.5181526028820985
2019-05-14,15.487333297729492,15.633333206176758,15.199999809265137,15.286666870117188,108786000,18.059999465942383,36.904038981293,0.6545002908062373,-0.605766341633732,-0.07009099100130678,-0.5356753506324252
2019-05-15,15.463333129882812,15.496000289916992,15.016667366027832,15.288000106811523,109440000,16.440000534057617,36.726035548912535,0.6419883360264461,-0.6165848178955713,-0.06472757381051686,-0.5518572440850544
2019-05-16,15.222000122070312,15.399999618530273,15.100000381469727,15.299332618713379,112249500,15.289999961853027,34.90296319286959,0.6220843654826347,-0.637285860400338,-0.06834289305222685,-0.5689429673481111
2019-05-17,14.0686674118042,14.815999984741211,13.928000450134277,14.797332763671875,266800500,15.960000038146973,27.80055161232327,0.6700783159435919,-0.7382458579349809,-0.13544231246949578,-0.6028035454654851
2019-05-20,13.690667152404785,13.733332633972168,13.016667366027832,13.520000457763672,307893000,16.309999465942383,25.93762432519581,0.6973584395030759,-0.8390863797397401,-0.18902626741940398,-0.6500601123203361
2019-05-21,13.67199993133545,13.826666831970215,13.06933307647705,13.184000015258789,270058500,14.949999809265137,25.84551577415499,0.701642390645225,-0.9100193716693461,-0.20796740747920794,-0.7020519641901382
2019-05-22,12.84866714477539,13.595999717712402,12.785332679748535,13.273332595825195,280278000,14.75,22.11523342547793,0.71485845214106,-1.0209020306939767,-0.2550800532030708,-0.7658219774909059
2019-05-23,13.03266716003418,13.29800033569336,12.414667129516602,12.956000328063965,398206500,16.920000076293945,24.72984072387323,0.7268923631436098,-1.0814636337758916,-0.2525133250279886,-0.828950308747903
2019-05-24,12.708666801452637,13.331999778747559,12.583333015441895,13.321999549865723,212049000,15.850000381469727,23.249762136065133,0.7284476774408994,-1.1424339937551125,-0.2507869480057675,-0.891647045749345
2019-05-28,12.579999923706055,13.0,12.523332595825195,12.74666690826416,154693500,17.5,22.669516778664264,0.710463372207607,-1.187447627932233,-0.23664046574631037,-0.9508071621859226
2019-05-29,12.657333374023438,12.826000213623047,12.336000442504883,12.473333358764648,179529000,17.899999618530273,23.898850194683234,0.6947159721297896,-1.2030135033683944,-0.20176507294597745,-1.001248430422417
2019-05-30,12.54800033569336,12.817333221435547,12.468000411987305,12.583333015441895,118897500,17.299999237060547,23.334071633007603,0.6700457462239648,-1.2102211580826765,-0.16717818212820745,-1.043042975954469
2019-05-31,12.343999862670898,12.661333084106445,12.273332595825195,12.34000015258789,156100500,18.709999084472656,22.27626098560297,0.6498996563709138,-1.218350028905256,-0.14024564236062953,-1.0781043865446265
2019-06-03,11.9313325881958,12.445332527160645,11.799332618713379,12.36733341217041,195966000,18.860000610351562,20.27404320598094,0.6496211029477961,-1.2437537982667717,-0.13251952937771616,-1.1112342688890555
2019-06-04,12.90666675567627,12.932000160217285,11.973999977111816,12.073332786560059,207112500,16.969999313354492,35.11748974087393,0.6746958507387738,-1.1716787688989534,-0.048355600007918165,-1.1233231688910352
2019-06-05,13.105999946594238,13.41866683959961,12.789999961853027,13.245332717895508,202662000,16.09000015258789,37.67155600966244,0.6714080669536173,-1.0859560409859927,0.02989370232403399,-1.1158497433100267
2019-06-06,13.729999542236328,14.066666603088379,13.453332901000977,13.629332542419434,303633000,15.930000305175781,44.97390498407907,0.6920693947779404,-0.9566410466327557,0.1273669573418168,-1.0840080039745725
2019-06-07,13.633333206176758,14.055999755859375,13.566666603088379,13.666666984558105,240052500,16.299999237060547,44.11170935083088,0.6775882346345873,-0.8521352625187841,0.18549819316463068,-1.0376334556834148
2019-06-10,14.192000389099121,14.462667465209961,13.934000015258789,14.016667366027832,158775000,15.9399995803833,50.06935886149999,0.6884272363773456,-0.7159805251876072,0.25732234439664614,-0.9733028695842534
2019-06-11,14.473333358764648,14.726667404174805,14.233332633972168,14.609333038330078,174802500,15.989999771118164,52.798120303779875,0.6774443634272269,-0.5787047473600886,0.3156784977793319,-0.8943832451394205
2019-06-12,13.950667381286621,14.892000198364258,13.933333396911621,14.863332748413086,227962500,15.90999984741211,47.5940908466773,0.6975316804290419,-0.506251725928113,0.3105052153690461,-0.816756941297159
2019-06-13,14.260666847229004,14.326666831970215,13.833999633789062,14.025333404541016,122524500,15.819999694824219,50.69798802323712,0.6828985031256212,-0.4189879856321248,0.3182151645320275,-0.7372031501641523
2019-06-14,14.32800006866455,14.44333267211914,14.026666641235352,14.083333015441895,111501000,15.279999732971191,51.37169237448205,0.6638818979654904,-0.34047285536397354,0.31738423584014297,-0.6578570912041165
2019-06-17,15.001999855041504,15.133333206176758,14.284667015075684,14.36533260345459,184752000,15.350000381469727,57.61521566882238,0.6770807760466034,-0.22131175489744415,0.3492362690453379,-0.570548023942782
2019-06-18,14.982666969299316,15.649333000183105,14.837332725524902,15.248000144958496,190737000,15.149999618530273,57.38761143374256,0.6867178830902891,-0.126972071572359,0.3548607618963385,-0.4818328334686975
2019-06-19,15.095333099365234,15.184666633605957,14.737333297729492,15.007332801818848,98626500,14.329999923706055,58.41853000143809,0.6696189868607303,-0.04262462757653829,0.35136656471372735,-0.39399119229026563
2019-06-20,14.641332626342773,15.126667022705078,14.423333168029785,14.866666793823242,177952500,14.75,52.86806336349154,0.6720271917046277,-0.012271259016630509,0.3053759466189081,-0.3176472056355386
2019-06-21,14.790666580200195,14.812000274658203,14.366666793823242,14.414667129516602,123031500,15.399999618530273,54.40269787757767,0.6558347837853657,0.023562393684363414,0.2729676794559216,-0.24940528577155818
2019-06-24,14.909333229064941,15.057332992553711,14.73466682434082,14.88266658782959,86262000,15.260000228881836,55.63878174418755,0.6320370255301889,0.060834960881654965,0.24819219732257053,-0.18735723644091556
2019-06-25,14.650667190551758,15.022666931152344,14.63266658782959,14.959333419799805,92731500,16.280000686645508,52.30997400782146,0.6147486910868007,0.06870951090262167,0.20485339787482978,-0.1361438869722081
2019-06-26,14.618000030517578,15.148667335510254,14.539999961853027,14.687333106994629,127608000,16.209999084472656,51.88775996504293,0.6143143112704026,0.07149008848438321,0.16610718036527305,-0.09461709188088985
2019-06-27,14.855999946594238,14.859999656677246,14.489999771118164,14.630000114440918,95095500,15.819999694824219,54.753167872318286,0.5968632808624511,0.09183965011171402,0.1491653935940831,-0.05732574348236908
2019-06-28,14.897333145141602,15.011333465576172,14.720000267028809,14.732666969299316,102771000,15.079999923706055,55.25161050451651,0.5750397035542306,0.11003366836355255,0.13388752947673732,-0.023853861113184757
2019-07-01,15.14466667175293,15.539999961853027,15.085332870483398,15.347332954406738,123201000,14.0600004196167,58.21772393792642,0.5798702116368875,0.14276460594451734,0.13329477364616168,0.009469832298355664
2019-07-02,14.970000267028809,15.276666641235352,14.814666748046875,15.259332656860352,138885000,12.930000305175781,55.42378076426467,0.5714509031762867,0.15284805346221475,0.11470257693108726,0.03814547653112748
2019-07-03,15.65999984741211,16.10466766357422,15.633999824523926,15.959333419799805,213016500,12.569999694824219,62.98171010627761,0.6116806527026526,0.21404903381620421,0.14072284582806138,0.07332618798814283
2019-07-05,15.539999961853027,15.696666717529297,15.386667251586914,15.637999534606934,105985500,13.279999732971191,61.043262694626435,0.5901319965054904,0.2499865741763987,0.14132830895060466,0.10865826522579401
